Date,Open,High,Low,Close,Volume,data_interval,timeframe_label,data_source,source_period_requested,downloaded_at_utc
2025-01-24 14:30:00,25.0,25.0,25.0,25.0,0,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-24 17:30:00,24.049999237060547,25.5,23.760000228881836,24.760000228881836,1207504,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-24 18:30:00,24.770000457763672,24.899999618530273,24.520000457763672,24.7450008392334,5101230,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-24 19:30:00,24.75,24.75,24.040000915527344,24.065000534057617,4396470,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-24 20:30:00,24.059999465942383,24.190000534057617,23.770000457763672,23.96500015258789,5763112,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-27 14:30:00,23.280000686645508,23.59000015258789,21.950000762939453,22.09000015258789,6970832,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-27 15:30:00,22.079999923706055,22.149999618530273,20.690000534057617,20.770000457763672,4854708,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-27 16:30:00,20.764999389648438,20.780000686645508,20.229999542236328,20.299999237060547,3324302,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-27 17:30:00,20.309999465942383,20.454999923706055,19.989999771118164,20.020000457763672,2628596,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-27 18:30:00,20.020000457763672,21.0,19.75,20.864999771118164,2609161,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-27 19:30:00,20.864999771118164,20.918500900268555,19.81999969482422,20.31999969482422,2197664,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-27 20:30:00,20.31999969482422,20.3700008392334,18.899999618530273,19.93000030517578,4530804,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-28 14:30:00,20.1299991607666,20.299999237060547,18.0,19.329999923706055,5317465,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
2025-01-28 15:30:00,19.309999465942383,19.989999771118164,19.110000610351562,19.5,1288403,1h,1H,yfinance,730d,2026-04-02T03:04:46Z
