Date,Open,High,Low,Close,Volume,daily_return,ma_20,ma_50,std_20,price_std_20,avg_volume_20,zscore_20,momentum_return_120,breakout_high_20,breakout_low_20,regime
2002-03-14,1489.0,1502.5,1475.5,1482.5,2894,-0.0046995636119503,1450.225,1513.83,0.0249621919802631,64.08343682265553,150160.45,0.5036402789899972,0.3569545395022349,1575.0,1330.5,neutral
2002-03-15,1483.5,1488.0,1473.5,1483.93994140625,141876,0.0009712926854974,1452.4219970703125,1510.058798828125,0.0239393922202569,64.4474003457677,147494.65,0.4890491186120791,0.2428307716970268,1575.0,1330.5,calm
2002-03-18,1505.0,1532.5,1496.5,1511.0,158914,0.0182352788267876,1456.1219970703123,1506.698798828125,0.024183412158367,65.57022672682577,148079.3,0.8369347746549127,0.2581182348043298,1575.0,1330.5,calm
2002-03-19,1510.0,1529.5,1503.5,1510.5,147016,-0.000330906684315,1461.9219970703125,1503.678798828125,0.0230383914076902,64.99076447459049,146693.15,0.7474600940981405,0.3032786885245901,1575.0,1330.5,calm
2002-03-20,1511.5,1516.0,1454.5,1455.0,171941,-0.0367428003972194,1464.0219970703124,1499.328798828125,0.0245876956383033,64.04777185270676,143684.75,-0.1408635587052217,0.2674216027874565,1575.0,1330.5,neutral
2002-03-21,1456.5,1499.5,1449.5,1494.0,181922,0.0268041237113401,1471.3719970703123,1496.108798828125,0.0224698784437623,58.380829236683205,141443.9,0.3875930373984702,0.2714893617021277,1575.0,1330.5,calm
2002-03-22,1495.0,1499.0,1473.0,1482.0,149994,-0.0080321285140562,1477.5469970703125,1492.428798828125,0.0226452538857142,52.333869850646344,138428.6,0.0850883556365267,0.2781371280724449,1575.0,1330.5,calm
2002-03-25,1481.0,1492.0,1433.5,1436.0,171706,-0.0310391363022941,1478.9969970703123,1488.218798828125,0.0227355513107814,50.736526704539806,137592.45,-0.8474564552024263,0.2342071336484743,1575.0,1354.0,calm
2002-03-26,1438.0,1470.0,1426.0,1447.5,188024,0.0080083565459609,1481.2219970703125,1484.988798828125,0.0227602360742062,48.270802563015096,136614.2,-0.6986002983126309,0.1579999999999999,1575.0,1356.5,calm
2002-03-27,1449.0,1454.0,1430.0,1438.0,148223,-0.0065630397236614,1483.9469970703126,1481.248798828125,0.0225622309303719,44.02922178558662,131632.2,-1.0435568744336463,0.1372083827599841,1575.0,1356.5,calm
2002-03-28,1435.5,1468.0,1434.5,1459.5,103311,0.0149513212795548,1488.8969970703124,1479.178798828125,0.0222939033184253,34.380148342441345,126550.65,-0.8550573074177992,0.139789144865287,1575.0,1356.5,calm
2002-04-01,1454.0,1489.5,1430.5,1483.5,164829,0.0164439876670092,1491.2469970703123,1476.988798828125,0.0191171693634667,32.25920355213064,125407.9,-0.2401484295107736,0.1535769828926905,1575.0,1358.0,calm
2002-04-02,1483.5,1484.0,1415.0,1414.5,190487,-0.0465116279069767,1487.2969970703125,1474.188798828125,0.0197938515258401,36.322238238760505,123077.55,-2.0041990967568935,0.1275408529294539,1575.0,1423.0,calm
2002-04-03,1415.0,1431.0,1383.5,1413.5,186405,-0.000706963591375,1482.7219970703125,1472.328798828125,0.0196612630795502,39.433543955199426,121367.6,-1.7554089774166832,0.0765422696115765,1575.0,1415.0,calm
2002-04-04,1412.5,1418.5,1383.0,1403.5,212990,-0.0070746374248319,1477.2719970703124,1469.478798828125,0.0195939310022017,42.36474544869901,119083.3,-1.7413534836328843,0.004652827487473,1575.0,1383.5,calm
2002-04-05,1404.5,1419.5,1378.5,1389.0,180919,-0.0103313145707161,1471.1469970703124,1465.918798828125,0.0196362151644986,45.69765306932517,126280.8,-1.7976196052276936,-0.0003598416696652,1575.0,1383.0,calm
2002-04-08,1385.0,1405.0,1341.5,1403.0,216504,0.0100791936645068,1463.4969970703123,1462.728798828125,0.0184009870095492,43.61137525027388,136631.05,-1.3871838877617744,0.0100791936645068,1575.0,1378.5,calm
2002-04-09,1407.5,1412.0,1351.0,1356.0,220926,-0.0334996436208125,1453.8969970703124,1458.398798828125,0.01942222317351,45.0614513189513,147408.35,-2.1725220605387,-0.0393198724760892,1575.0,1341.5,calm
2002-04-10,1356.0,1381.0,1336.5,1365.5,253611,0.0070058997050146,1445.8969970703124,1455.108798828125,0.0195386372575243,45.83542677989626,159784.7,-1.7540361837663765,0.0435613297669086,1564.0,1341.5,calm
2002-04-11,1367.5,1371.5,1326.0,1331.5,227213,-0.0248993042841449,1437.9969970703123,1450.908798828125,0.0196013853978357,50.96811652205898,170985.25,-2.089482687166215,-0.0089318943059173,1532.5,1336.5,calm
2002-04-12,1332.0,1363.0,1328.5,1353.0,184830,0.0161472024033044,1431.5219970703124,1446.898798828125,0.0201571396311288,53.0850439282736,180082.05,-1.4791736289492048,-0.0003694126339121,1532.5,1326.0,calm
