Date,Open,High,Low,Close,Volume,daily_return,ma_20,ma_50,ma_100,ma_200,std_20,price_std_20,realized_vol_20_ann,avg_volume_20,volume_ratio_20,rsi_14,true_range,atr_14,atr_percent,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,bollinger_width,macd_line,macd_signal,macd_hist,rolling_high_20_prev,rolling_low_10_prev,rolling_low_5_prev,trailing_return_20,trailing_return_126,trailing_return_63,trailing_return_60,trailing_return_5,atr_percent_median_60,atr_percent_ratio_60,bollinger_width_median_60,bollinger_width_ratio_60,distance_from_ma_20,distance_from_ma_50,ma_50_over_ma_200,zscore_20
2007-02-19,0.787401556968689,0.7887057662010193,0.7849293351173401,0.7862871289253235,0,-0.0011794247508534195,0.778579905629158,0.782605744600296,0.7749418181180954,0.764215523302555,0.0054069157949491195,0.005566848515698364,0.08583212731981486,0.0,1.0,57.55491483629031,0.0037764310836791992,0.005094581533038473,0.006479288984421776,0.778579905629158,0.005566848515698364,0.7897136026605548,0.7674462085977612,0.028600011253565063,0.0005761155160312059,-0.0007785126842982094,0.0013546282003294155,0.79377681016922,0.7711883783340454,0.7711883783340454,-0.0022016038949487227,0.03742724008068077,0.014860744755892163,0.010143080214113365,0.018241765197161364,0.006629167820127194,0.9773910029475551,0.028332215484904277,1.0094519882782718,0.009899078104176562,0.004704008819802041,0.024064181813878482,1.3844859033672827
2007-02-20,0.7862871289253235,0.7880220413208008,0.7851759195327759,0.7880220413208008,0,0.0022064616495103273,0.7783613562583923,0.7826144337654114,0.775390961766243,0.7643201011419296,0.005280153254583429,0.005085235136337741,0.08381983437561644,0.0,1.0,59.46967274020069,0.0028461217880249023,0.004933977265537503,0.006261217335073119,0.7783613562583923,0.005085235136337741,0.7885318265310678,0.7681908859857168,0.02613302983479358,0.0010688220832965056,-0.00040904573077926644,0.001477867814075772,0.79377681016922,0.7711883783340454,0.7711883783340454,-0.005516186105631871,0.03743097723654398,0.016784835613267157,0.005279673670772755,0.011583910258916585,0.006629167820127194,0.9444952224716775,0.028332215484904277,0.9223786205041943,0.012411568206376122,0.006909670103286469,0.023935433068094314,1.8997518902077462
2007-02-21,0.7880220413208008,0.7920791506767273,0.786596417427063,0.7908889651298523,0,0.003638126421243504,0.7788646548986435,0.7827002847194672,0.7758427298069,0.7644774621725082,0.004186760014077692,0.005757636100536417,0.06646275477815314,0.0,1.0,62.481661480494886,0.005482733249664307,0.0049731741215465605,0.0062880813120588155,0.7788646548986435,0.005757636100536417,0.7903799270997164,0.7673493826975707,0.029569379297540135,0.00167136591326289,7.036598029164842e-06,0.0016643293152337252,0.792707085609436,0.7711883783340454,0.7788161635398865,0.012891491290558221,0.03543183183961185,0.01581781398648241,0.010044253756042787,0.00956978462829805,0.006629167820127194,0.9485476130151984,0.02876360388656497,1.028013715324161,0.015438253816734804,0.01046208947441496,0.02383696504952937,2.0884109417905896
2007-02-22,0.7910140752792358,0.791702926158905,0.7877116799354553,0.7893905639648438,0,-0.001894578418808135,0.779664421081543,0.7828141152858734,0.7762778455018997,0.7646044135093689,0.003541750920696828,0.006046053324569882,0.056223552851387124,0.0,1.0,59.97309103850424,0.003991246223449707,0.004903036414539643,0.006211166738443562,0.779664421081543,0.006046053324569882,0.7917565277306827,0.7675723144324033,0.031018746840764336,0.0020048669302642486,0.0004066026644761816,0.001598264265788067,0.7920791506767273,0.7711883783340454,0.782901406288147,0.020681952544268523,0.033075431929013854,0.014130063231818646,0.0010262128332310105,0.0074203039396778525,0.006629167820127194,0.9369451652114592,0.02876360388656497,1.078402656464502,0.012474780970264998,0.008401034869649271,0.02381584706387696,1.6086763316783481
2007-02-23,0.7893905639648438,0.7925814390182495,0.7883948683738708,0.7918910384178162,0,0.0031676011433596774,0.7806250661611557,0.7829877758026123,0.7767579400539398,0.7647779977321625,0.00354102727509472,0.0063769916123257026,0.056212065333583985,0.0,1.0,62.66678426521008,0.004186570644378662,0.004851860288099572,0.006126929151507385,0.7806250661611557,0.0063769916123257026,0.7933790493858071,0.7678710829365043,0.03267633535615519,0.0024427774619951714,0.0008138376239799796,0.0016289398380151918,0.7920791506767273,0.7711883783340454,0.7835761904716492,0.02486533612972175,0.03745641320693682,0.010215353049234821,0.00039591975253272516,0.005939221729581723,0.006629167820127194,0.9242380518569868,0.02876360388656497,1.136030640841143,0.014431988857419809,0.011370883288793987,0.023810541260925744,1.7666594127056974
2007-02-26,0.7923930287361145,0.7944073677062988,0.7913897037506104,0.7940288782119751,0,0.0026996640831171703,0.7816926032304764,0.7832409119606019,0.7772549837827682,0.7649810960888863,0.0035428283580007675,0.0067343753393122145,0.05624065663834405,0.0,1.0,64.84509309292963,0.0030176639556884766,0.0047208462643559225,0.005945433968329346,0.7816926032304764,0.0067343753393122145,0.7951613539091008,0.768223852551852,0.034460478768668215,0.002928571765740018,0.0012367844523319873,0.0016917873134080306,0.7925814390182495,0.7711883783340454,0.7849293351173401,0.027632128267702782,0.034857875161201424,0.014054236580080426,0.006590337662337742,0.009845957032557306,0.006629167820127194,0.8968597763173344,0.02876360388656497,1.1980584527783797,0.015781491254384328,0.013773496872589108,0.02386963019749433,1.8318365638881373
2007-02-27,0.7940288782119751,0.7947230935096741,0.7857928276062012,0.7859781384468079,0,-0.010139101972331588,0.7823963731527328,0.7832569563388825,0.7776776087284089,0.7651561051607132,0.004322538098061385,0.006401776207417428,0.06861816504043532,0.0,1.0,52.43695008242705,0.0089302659034729,0.005021519095721421,0.006388878837832026,0.7823963731527328,0.006401776207417428,0.7951999255675677,0.7695928207378979,0.03272906893277606,0.0026335815464870738,0.0015161438711630048,0.001117437675324069,0.7944073677062988,0.7711883783340454,0.7851759195327759,0.01823467869164297,0.019570789075856965,-0.0033010841333528385,-0.0009431793713663428,-0.0025937128237772944,0.006629167820127194,0.9637527682485858,0.02876360388656497,1.1378639847026712,0.004577942098123566,0.003474188241678444,0.023656416064754993,0.5594955490516895
2007-02-28,0.7862871289253235,0.7893905639648438,0.7862253189086914,0.7870917320251465,0,0.0014168251301991397,0.7829672157764435,0.7832804632186889,0.7781257236003876,0.7653259366750718,0.004228175417215373,0.0062849242830679665,0.06712020392105188,0.0,1.0,53.755112756600326,0.0034124255180358887,0.004906583840172454,0.006233814485063979,0.7829672157764435,0.0062849242830679665,0.7955370643425794,0.7703973672103075,0.03210823726168624,0.0024612852037890764,0.0017051721376882191,0.0007561130661008573,0.7947230935096741,0.7788161635398865,0.7857928276062012,0.014718605404396179,0.021959912560923778,-0.005667043837081387,0.003148415844314467,-0.004801221501531949,0.006629167820127194,0.9403615437426611,0.02876360388656497,1.116280052677387,0.005267801978928066,0.004865777949824235,0.023459973957788316,0.6562555192295261
2007-03-01,0.7872775793075562,0.7883948683738708,0.7841292023658752,0.7849909663200378,0,-0.002669022706798696,0.7835110813379288,0.7832927775382995,0.7784613561630249,0.7654462957382202,0.0042518904049535415,0.005957347141717496,0.06749666768045272,0.0,1.0,50.889839913870595,0.0042656660079956055,0.004860803995016965,0.006192178258819903,0.7835110813379288,0.005957347141717496,0.7954257756213637,0.7715963870544938,0.030413594822652244,0.002130663908062158,0.001790270491763007,0.000340393416299151,0.7947230935096741,0.782901406288147,0.7857928276062012,0.014051310370486236,0.023157292036092514,-0.004867022432113344,-0.004552917155667857,-0.005573410483535768,0.006629167820127194,0.934080781605721,0.02876360388656497,1.0573638457334604,0.0018887862818506296,0.0021680128177299363,0.02331513249125816,0.2484134207566757
2007-03-02,0.7851759195327759,0.7862253189086914,0.7811279296875,0.7841292023658752,0,-0.0010978011099955776,0.783966863155365,0.7833050644397735,0.7787928849458694,0.7655764785408974,0.004268288189548182,0.005629472732924538,0.06775697444099167,0.0,1.0,49.71908833559428,0.005097389221191406,0.004877702939743711,0.006220534734616058,0.783966863155365,0.005629472732924538,0.7952258086212141,0.772707917689516,0.02872301367568841,0.001778604356285185,0.0017879372646674428,-9.332908382257785e-06,0.7947230935096741,0.7835761904716492,0.7841292023658752,0.01176190553098344,0.03379593172320927,-0.003293362044655912,-0.0033717393590247946,-0.009801646533908137,0.006629167820127194,0.9383583133511175,0.028661512464626736,1.002145776889394,0.00020707407180053927,0.0010521289386673516,0.023157171616172034,0.028837373980119752
