agent,skill_luck_verdict,evidence_label,confidence_label,final_classification,stability_classification,verdict_reason,cumulative_return,annualized_sharpe,trade_level_return_ratio,max_drawdown,RCSI,RCSI_z,p_value,adjusted_p_value,p_value_prominence,actual_percentile,number_of_trades,number_of_periods,transaction_cost,research_grade,artifact_run_id,signal_count,trades_per_month,average_holding_bars,average_holding_days,average_holding_hours,activity_status,activity_warning
trend_pullback,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.572; BH-adjusted p=0.858; percentile=42.9; RCSI_z=-0.307. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.605431340708861,0.25892971197689624,0.12741373548148327,-0.19527675186451943,-0.1874651424437933,-0.3070652629650174,0.5717141429285357,0.8581820201010606,0.24282106417920601,42.87856071964018,132,8032,0.00047,False,run_20260402T223730Z_pid41920,133.0,0.3538932440764555,10.43939393939394,15.212121212121213,365.09090909090907,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
breakout_volume_momentum,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.481; BH-adjusted p=0.858; percentile=52.0; RCSI_z=-0.099. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.4443710012133528,0.2843911957252297,0.17547401545372346,-0.1396607492142391,-0.0453559772881174,-0.0991705301731667,0.480759620189905,0.8581820201010606,0.3180720165983985,51.97401299350325,117,8032,0.00047,False,run_20260402T223730Z_pid41920,117.0,0.3113742677275509,8.88888888888889,12.863247863247864,308.71794871794873,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
mean_reversion_vol_filter,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.702; BH-adjusted p=0.858; percentile=29.8; RCSI_z=-0.532. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",-0.025023320693741802,-0.036266243406969524,-0.05353944282864148,-0.10009890875039928,-0.0536506664541071,-0.5322013050221288,0.7021489255372314,0.8581820201010606,0.1535707643951127,29.83508245877061,16,8032,0.00047,False,run_20260402T223730Z_pid41920,16.0,0.0521469108041546,4.875,7.0625,169.5,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
trend_momentum_verification,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.652; BH-adjusted p=0.858; percentile=34.8; RCSI_z=-0.513. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.8839417768017688,0.3969539406733727,0.23730217770373854,-0.17404722147798024,-0.5262016516219056,-0.5125572044100203,0.6521739130434783,0.8581820201010606,0.18563657696191163,34.832583708145926,98,8032,0.00047,False,run_20260402T223730Z_pid41920,98.0,0.2624846004927842,21.22448979591837,30.785714285714285,738.8571428571429,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
adx_trend_following,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.786; BH-adjusted p=0.865; percentile=21.4; RCSI_z=-0.810. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.5417504409424212,0.280518790780135,0.1315699157097511,-0.14338260411303305,-0.8023473084434711,-0.8103940894302609,0.7861069465267366,0.8647176411794103,0.10451836601292455,21.43928035982009,136,8032,0.00047,False,run_20260402T223730Z_pid41920,136.0,0.3637521968365553,14.764705882352942,21.551470588235293,517.2352941176471,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
uptrend_oversold_reversion,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.309; BH-adjusted p=0.858; percentile=69.1; RCSI_z=0.453. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.2020821667788406,0.20864812787600945,0.15397002556922243,-0.10512486644394181,0.0935366565309243,0.4534088342107287,0.3093453273363318,0.8581820201010606,0.5095564396160934,69.11544227886057,78,8032,0.00047,False,run_20260402T223730Z_pid41920,78.0,0.2202546618424715,3.782051282051282,5.653846153846154,135.69230769230768,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
volatility_squeeze_breakout,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.585; BH-adjusted p=0.858; percentile=41.5; RCSI_z=-0.278. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.11355554936723045,0.16034399089644114,0.21166204386669857,-0.06679057695998603,-0.0659692093232737,-0.2780879223418485,0.585207396301849,0.8581820201010606,0.2326901935638483,41.52923538230884,30,8032,0.00047,False,run_20260402T223730Z_pid41920,30.0,0.0813764370376971,12.766666666666667,18.3,439.2,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
connors_rsi2_pullback,Moderate Skill,Moderate Skill,High,moderate skill,not available,"The result is statistically strong, but not at the highest tier. raw p=0.036; BH-adjusted p=0.401; percentile=96.4; RCSI_z=1.988. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.48008654762704217,0.45094715760940207,0.2762257644701755,-0.11073561682486044,0.3938734147599214,1.9883781388830968,0.0364817591204397,0.4012993503248375,1.4379242285157565,96.40179910044976,103,8032,0.00047,False,run_20260402T223730Z_pid41920,103.0,0.2806178392409594,2.6019417475728157,3.679611650485437,88.31067961165049,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
donchian_trend_reentry,Negative Skill,Negative Skill,Low,negative skill,not available,"The result is worse than the random null on all three metrics. raw p=0.869; BH-adjusted p=0.869; percentile=13.2; RCSI_z=-1.024. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.19135948600249875,0.14672633145829153,0.08034927680079477,-0.20263777592589294,-0.7245028678804999,-1.0235033872656247,0.8685657171414293,0.8685657171414293,0.06119731652356375,13.193403298350823,103,8032,0.00047,False,run_20260402T223730Z_pid41920,103.0,0.2793177565930149,14.533980582524272,21.310679611650485,511.4563106796117,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
turn_of_month_seasonality,Random / Luck,Random / Luck,Low,random / luck,not available,"The result is statistically consistent with the null distribution. raw p=0.450; BH-adjusted p=0.858; percentile=55.0; RCSI_z=0.001. Monte Carlo depth is below research-grade, so the label is directional but lower-confidence. BH-adjusted p-value is shown for reference only and is not used by the final class label.",0.4505105199882542,0.2833712409488305,0.1028115012126305,-0.14159692531796986,0.0003878499874107,0.0008357656334851,0.4502748625687156,0.8581820201010606,0.3465222976571485,55.02248875562219,231,8032,0.00047,False,run_20260402T223730Z_pid41920,231.0,0.6094887742718447,4.523809523809524,6.4978354978354975,155.94805194805195,underactive,Too few trades for strong statistical power. Consider reviewing thresholds or sample length.
